cds_code,nces_id,name,district,county,county_code,street,city,zip,phone,website,latitude,longitude,grade_low,grade_high,grade_span_raw,grade_source,level,is_charter,is_magnet,is_multilingual,is_year_round,virtual_code,is_virtual,school_type_label,is_selectable,sector,status,principal,last_updated,slug
01611190119222,060177012399,Nea Community Learning Center,Alameda Unified,Alameda,01,1900 Third Street,Alameda,94501-1851,(510) 748-4008,www.clcschools.org,37.779051,-122.28703,0.0,8.0,K-8,GSserved,k8,True,False,False,True,N,False,K-12 School (Public),True,public,Active,Annalisa Moore,05/23/2025,nea-community-learning-center-alameda
01611190111765,060177011549,Ruby Bridges Elementary,Alameda Unified,Alameda,01,351 Jack London Avenue,Alameda,94501-3901,(510) 748-4006,https://rubybridges.alamedaunified.org/,37.781834,-122.28614,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Juan Flores,08/31/2026,ruby-bridges-elementary-alameda
01611190122085,060177000042,The Academy of Alameda,Alameda Unified,Alameda,01,401 Pacific Avenue,Alameda,94501-1837,(510) 748-4017,http://aoaschools.org/,37.776497,-122.28582,0.0,8.0,K-8,GSserved,k8,True,False,False,True,N,False,Elementary School (Public),True,public,Active,Christine Chilcott,05/23/2025,the-academy-of-alameda-alameda
01611196090112,060177000057,Will C. Wood Middle,Alameda Unified,Alameda,01,1801 Sandcreek Way,Alameda,94501-5941,(510) 748-4015,https://wood.alamedaunified.org/,37.762192,-122.26043,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Jessica Lucio,10/01/2024,will-c-wood-middle-alameda
01611196090120,060177000003,William G. Paden Elementary,Alameda Unified,Alameda,01,444 Central Avenue,Alameda,94501-3615,(510) 748-4014,https://paden.alamedaunified.org/,37.771566,-122.28446,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Tri Nguyen,05/23/2025,william-g-paden-elementary-alameda
01611276090161,060186000060,Albany Middle,Albany City Unified,Alameda,01,1259 Brighton Avenue,Albany,94706-1336,(510) 558-3600,https://ams.ausdk12.org/,37.897851,-122.2953,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Eric Mapes,02/09/2023,albany-middle-albany
01611276090146,060186000061,Cornell Elementary,Albany City Unified,Alameda,01,920 Talbot Avenue,Albany,94706-2020,(510) 558-3700,https://cornell.ausdk12.org/,37.889826,-122.29518,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Catherine Floresca,10/20/2023,cornell-elementary-albany
01611276095376,060186000062,Marin Elementary,Albany City Unified,Alameda,01,1001 Santa Fe Avenue,Albany,94706-2341,(510) 559-4700,https://marin.ausdk12.org/,37.888559,-122.28817,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Melisa Pfohl,02/09/2023,marin-elementary-albany
01611276116222,060186007937,Ocean View Elementary,Albany City Unified,Alameda,01,1000 Jackson Street,Albany,94706-1904,(510) 558-4800,https://ov.ausdk12.org/,37.887539,-122.30092,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Ana Delgado,10/20/2023,ocean-view-elementary-albany
01611436097729,060474000431,Berkeley Arts Magnet at Whittier,Berkeley Unified,Alameda,01,2015 Virginia Street,Berkeley,94709-2073,(510) 644-6225,No Data,37.876876,-122.27052,0.0,5.0,K-5,GSserved,elementary,False,True,False,False,N,False,Elementary School (Public),True,public,Active,Rene Molina,04/22/2025,berkeley-arts-magnet-at-whittier-berkeley
01611430141655,060474014650,Berkeley Independent Study K-8,Berkeley Unified,Alameda,01,2701 Martin Luther King Jr Way,Berkeley,94703-2165,(510) 644-6159,http://berkeleyindependentstudy.wordpress.com/,37.859409,-122.27057,2.0,8.0,2-8,GSserved,k8,False,False,False,False,C,False,Alternative School of Choice,True,public,Active,Vincent Toan,07/22/2025,berkeley-independent-study-k-8-berkeley
01611430122804,060474012843,Berkeley Special Education Preschool,Berkeley Unified,Alameda,01,2020 Bonar Street,Berkeley,94702-1793,(510) 644-6120,www.berkeley.net,37.869165,-122.28842,0.0,0.0,K,GSserved,elementary,False,False,False,False,N,False,Preschool,False,public,Active,Shawn Mansager,04/22/2025,berkeley-special-education-preschool-berkeley
01611436090195,060474006895,Cragmont Elementary,Berkeley Unified,Alameda,01,830 Regal Road,Berkeley,94708-1308,(510) 644-8810,No Data,37.892673,-122.26355,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Rachel Porzig,07/22/2025,cragmont-elementary-berkeley
01611436090211,060474000436,Emerson Elementary,Berkeley Unified,Alameda,01,2800 Forest Avenue,Berkeley,94705-1309,(510) 644-6890,No Data,37.86149,-122.25111,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Jana Holmes,02/09/2023,emerson-elementary-berkeley
01611436105316,060474008119,John Muir Elementary,Berkeley Unified,Alameda,01,2955 Claremont Avenue,Berkeley,94705-2449,(510) 644-6410,No Data,37.857194,-122.24593,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Jeremy Furlan,02/09/2023,john-muir-elementary-berkeley
01611436090294,060474000446,Longfellow Arts and Technology Middle,Berkeley Unified,Alameda,01,1701 San Pablo Avenue,Berkeley,94702-1380,(510) 644-6360,No Data,37.872727,-122.29304,6.0,8.0,6-8,GSserved,middle,False,True,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Salita Mitchell,05/23/2025,longfellow-arts-and-technology-middle-berkeley
01611436090286,060474000447,Malcolm X Elementary,Berkeley Unified,Alameda,01,1731 Prince Street,Berkeley,94703-2464,(510) 644-6313,No Data,37.8522,-122.27373,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Alex Hunt,02/09/2023,malcolm-x-elementary-berkeley
01611436056857,060474000443,Martin Luther King Middle,Berkeley Unified,Alameda,01,1781 Rose Street,Berkeley,94703-1048,(510) 644-6280,No Data,37.881113,-122.277,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Michael Tison Yee,05/23/2025,martin-luther-king-middle-berkeley
01611436090302,060474000448,Oxford Elementary at West Campus,Berkeley Unified,Alameda,01,1222 University Avenue,Berkeley,94702-1766,(510) 644-6300,No Data,37.869063,-122.28851,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Elizabeth Cornwell,07/18/2023,oxford-elementary-at-west-campus-berkeley
01611436090187,060474006865,Rosa Parks Environmental Science,Berkeley Unified,Alameda,01,920 Allston Way,Berkeley,94710-2389,(510) 644-8812,No Data,37.865652,-122.29471,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Holen Robie,07/22/2025,rosa-parks-environmental-science-berkeley
01611436090252,060474000441,Ruth Acty Elementary,Berkeley Unified,Alameda,01,1465 Acton Street,Berkeley,94702-1217,(510) 644-6298,No Data,37.878938,-122.2851,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Mary Cazden,10/29/2024,ruth-acty-elementary-berkeley
01611436090278,060474000445,Sylvia Mendez Elementary,Berkeley Unified,Alameda,01,2840 Ellsworth Street,Berkeley,94705-1029,(510) 644-6290,No Data,37.858258,-122.2617,0.0,5.0,K-5,GSserved,elementary,False,False,True,False,N,False,Elementary School (Public),True,public,Active,Maria Carriedo,08/02/2023,sylvia-mendez-elementary-berkeley
01611436090310,060474000450,Thousand Oaks Elementary,Berkeley Unified,Alameda,01,840 Colusa Avenue,Berkeley,94707-1858,(510) 644-6368,No Data,37.893082,-122.2804,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Gabriel Fredman,06/14/2024,thousand-oaks-elementary-berkeley
01611436090328,060474000452,Washington Elementary,Berkeley Unified,Alameda,01,2300 Martin Luther King Junior Way,Berkeley,94704-1412,(510) 644-6310,No Data,37.866959,-122.27257,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Joshua Heideman,07/18/2023,washington-elementary-berkeley
01611436056865,060474007267,Willard Middle,Berkeley Unified,Alameda,01,2425 Stuart Street,Berkeley,94705-1209,(510) 644-6330,No Data,37.859666,-122.25862,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Laurie Clark,07/22/2025,willard-middle-berkeley
01316090131755,060000210346,California School for the Blind,California School for the Blind (State Special Schl),Alameda,01,500 Walnut Avenue,Fremont,94536-4365,(510) 794-3800,www.csb-cde.ca.gov/,37.562576,-121.96563,2.0,12.0,2-12,GSserved,k12,False,True,False,False,N,False,State Special School,False,public,Active,Shannon Johns,03/08/2024,california-school-for-the-blind-fremont
01316170131763,060000310347,California School for the Deaf-Fremont,California School for the Deaf-Fremont (State Special Schl),Alameda,01,39350 Gallaudet Drive,Fremont,94538-2308,(510) 794-3666,www.csdeagles.com,37.558956,-121.96551,0.0,12.0,K-12,GSserved,k12,False,False,True,True,N,False,State Special School,False,public,Active,Sulghi Hong,05/23/2025,california-school-for-the-deaf-fremont-fremont
01611506097653,060780000740,Canyon Middle,Castro Valley Unified,Alameda,01,19600 Cull Canyon Road,Castro Valley,94552-3715,(510) 538-8833,No Data,37.705772,-122.05426,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Steven Hendee,07/26/2024,canyon-middle-castro-valley
01611506090351,060780000741,Castro Valley Elementary,Castro Valley Unified,Alameda,01,20185 San Miguel Avenue,Castro Valley,94546-0146,(510) 537-1919,No Data,37.698047,-122.08102,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Elizabeth Contreras,08/30/2023,castro-valley-elementary-castro-valley
01611506090369,060780007661,Chabot Elementary,Castro Valley Unified,Alameda,01,19104 Lake Chabot Road,Castro Valley,94546-2936,(510) 537-2342,No Data,37.707084,-122.09012,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Delnaz Hosseini,02/09/2023,chabot-elementary-castro-valley
01611506090385,060780006909,Creekside Middle,Castro Valley Unified,Alameda,01,19722 Center Street,Castro Valley,94546-4704,(510) 247-0665,No Data,37.699926,-122.06124,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Susan Shih,02/09/2023,creekside-middle-castro-valley
01611506090393,060780009342,Independent Elementary,Castro Valley Unified,Alameda,01,21201 Independent School Road,Castro Valley,94552-4826,(510) 537-9558,No Data,37.699109,-122.04975,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Patrick Hansen-Schmitt,02/09/2023,independent-elementary-castro-valley
01611506113005,060780004339,Jensen Ranch Elementary,Castro Valley Unified,Alameda,01,20001 Carson Lane,Castro Valley,94552-1001,(510) 537-6365,No Data,37.713125,-122.03122,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Lisa MacLean,02/09/2023,jensen-ranch-elementary-castro-valley
01611506090401,060780000746,Marshall Elementary,Castro Valley Unified,Alameda,01,20111 Marshall Street,Castro Valley,94546-4656,(510) 537-2431,No Data,37.697794,-122.06573,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Mistee Guzman,08/21/2024,marshall-elementary-castro-valley
01611506090419,060780000747,Palomares Elementary,Castro Valley Unified,Alameda,01,6395 Palo Verde Road,Castro Valley,94552-9708,(510) 582-4207,No Data,37.695582,-122.0248,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Jennifer Tomita,02/09/2023,palomares-elementary-castro-valley
01611506090435,060780000749,Proctor Elementary,Castro Valley Unified,Alameda,01,17520 Redwood Road,Castro Valley,94546-1434,(510) 537-0630,No Data,37.716742,-122.07366,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Darlene Martin,07/14/2025,proctor-elementary-castro-valley
01611506090468,060780009525,Stanton Elementary,Castro Valley Unified,Alameda,01,2644 Somerset Avenue,Castro Valley,94546-4016,(510) 727-9192,No Data,37.699908,-122.09352,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Gina Faria,02/09/2023,stanton-elementary-castro-valley
01611506090484,060780000752,Vannoy Elementary,Castro Valley Unified,Alameda,01,5100 Vannoy,Castro Valley,94546-0146,(510) 537-1832,No Data,37.706636,-122.05868,0.0,5.0,K-5,GSserved,elementary,False,False,True,False,N,False,Elementary School (Public),True,public,Active,Soraya Villasenor,07/26/2024,vannoy-elementary-castro-valley
01750930136929,060001914370,Cottonwood Creek,Dublin Unified,Alameda,01,2400 Central Parkway,Dublin,94568-6723,(925) 833-3333,www.dublin.k12.ca.us/,37.710001,-121.84732,0.0,8.0,K-8,GSserved,k8,False,False,False,False,C,False,Elementary School (Public),True,public,Active,Jonna Palmer,06/18/2026,cottonwood-creek-dublin
01750936001374,060001906929,Dublin Elementary,Dublin Unified,Alameda,01,7997 Vomac Road,Dublin,94568-1599,(925) 833-1204,www.dublinusd.org,37.715023,-121.9365,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Lauren McGovern,02/09/2023,dublin-elementary-dublin
01750930125930,060001913169,Eleanor Murray Fallon,Dublin Unified,Alameda,01,3601 Kohnen Way,Dublin,94568-8751,(925) 875-9376,www.dublinusd.org,37.71566,-121.86589,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Candice Baligaya,08/02/2023,eleanor-murray-fallon-dublin
01750936001390,060001909275,Frederiksen Elementary,Dublin Unified,Alameda,01,7243 Tamarack Drive,Dublin,94568-1746,(925) 828-1037,www.dublinusd.org,37.715077,-121.92195,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Kathrynn Kang,06/18/2026,frederiksen-elementary-dublin
01750930123935,060001912927,Harold William Kolb,Dublin Unified,Alameda,01,3150 Palermo Way,Dublin,94568-7326,(925) 551-4000,www.dublinusd.org,37.71193,-121.8587,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Clara Lee,02/09/2023,harold-william-kolb-dublin
01750930131615,060001913862,J. M. Amador Elementary,Dublin Unified,Alameda,01,2100 East Cantara Drive,Dublin,94568-6700,(925) 307-1950,www.dublinusd.org,37.717296,-121.84565,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Michael D'Ambrosio,06/18/2026,j-m-amador-elementary-dublin
01750936118038,060001908443,James Dougherty Elementary,Dublin Unified,Alameda,01,5301 Hibernia Drive,Dublin,94568-3164,(925) 803-4444,www.dublinusd.org,37.71039,-121.88512,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Nisha Gilbert,02/09/2023,james-dougherty-elementary-dublin
01750930114579,060001912078,John Green Elementary,Dublin Unified,Alameda,01,3300 Antone Way,Dublin,94568-7550,(925) 833-4200,www.dublinusd.org,37.7181,-121.8615,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Mario Hurtado,06/18/2026,john-green-elementary-dublin
01750936001424,060001909276,Murray Elementary,Dublin Unified,Alameda,01,8435 Davona Drive,Dublin,94568-1107,(925) 828-2568,www.dublinusd.org,37.72154,-121.93298,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Elizabeth Witczak,08/02/2023,murray-elementary-dublin
01750930165498,060001914795,Shamrock Hills TK-8,Dublin Unified,Alameda,01,5500 Horizon Parkway,Dublin,94568,(925) 307-1900,http://dublinusd.org,37.7103,-121.89591,0.0,8.0,No Data,GSoffered,k8,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Erin Magill,07/29/2026,shamrock-hills-tk-8-dublin
01750936066484,060001909278,Wells Middle,Dublin Unified,Alameda,01,6800 Penn Drive,Dublin,94568-2118,(925) 828-6227,www.dublinusd.org,37.712563,-121.9188,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Monica Macdonald,06/17/2025,wells-middle-dublin
01611686090492,061263001425,Anna Yates Elementary,Emery Unified,Alameda,01,4727 San Pablo,Emeryville,94608-3643,(510) 601-4916,No Data,37.836311,-122.28182,0.0,8.0,K-8,GSserved,k8,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Anthony Animuntu,04/01/2025,anna-yates-elementary-emeryville
01611680119933,061263013526,Emeryville Preschool Students,Emery Unified,Alameda,01,1275 - 61st Street,Emeryville,94608-2132,(510) 601-4000,www.emeryusd.k12.ca.us,37.842955,-122.28843,0.0,0.0,K,GSserved,elementary,False,False,False,False,N,False,Preschool,False,public,Active,Deanna Yasaki,04/01/2025,emeryville-preschool-students-emeryville
01611766104723,061440008138,Ardenwood Elementary,Fremont Unified,Alameda,01,33955 Emilia Lane,Fremont,94555-2068,(510) 794-0392,https://fremontunified.org/ardenwood/,37.572796,-122.05205,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Glynis Mason,07/20/2023,ardenwood-elementary-fremont
01611766000558,061440001657,Brier Elementary,Fremont Unified,Alameda,01,39201 Sundale Drive,Fremont,94538-1916,(510) 657-5020,https://fremontunified.org/brier/,37.539776,-121.9847,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Tammy Pachote,07/05/2023,brier-elementary-fremont
01611766089320,061440001658,Brookvale Elementary,Fremont Unified,Alameda,01,3400 Nicolet Avenue,Fremont,94536-3598,(510) 797-5940,https://fremontunified.org/brookvale/,37.568768,-122.01399,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Malinda Elliott,07/20/2023,brookvale-elementary-fremont
01611766000566,061440001659,Cabrillo Elementary,Fremont Unified,Alameda,01,36700 San Pedro Drive,Fremont,94536-6406,(510) 792-3232,https://fremontunified.org/cabrillo/,37.550826,-122.02333,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Jin Kim,01/08/2024,cabrillo-elementary-fremont
01611766056873,061440001660,Centerville Middle,Fremont Unified,Alameda,01,37720 Fremont Boulevard,Fremont,94536-5096,(510) 797-2072,https://fremontunified.org/centerville/,37.555648,-122.0019,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Susan Lemke,06/27/2024,centerville-middle-fremont
01611760130534,061440007479,Circle of Independent Learning,Fremont Unified,Alameda,01,4700 Calaveras Avenue,Fremont,94538-1124,(510) 797-0100,https://www.coilk12.net,37.537962,-121.99206,0.0,12.0,K-12,GSserved,k12,True,False,False,False,N,False,K-12 School (Public),True,public,Active,Teresa Copenhaver,09/19/2024,circle-of-independent-learning-fremont
01611766000590,061440001666,E. M. Grimmer Elementary,Fremont Unified,Alameda,01,43030 Newport Drive,Fremont,94538-6113,(510) 656-1250,https://fremontunified.org/grimmer/,37.519634,-121.951,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Matthew Kaufman,08/09/2024,e-m-grimmer-elementary-fremont
01611766111330,061440000488,Forest Park Elementary,Fremont Unified,Alameda,01,34400 Maybird Circle,Fremont,94555-2917,(510) 713-0141,https://fremontunified.org/forestpark/,37.561214,-122.05188,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Denise Mapelli,07/20/2023,forest-park-elementary-fremont
